user_id,date,device,sex
US-2017-143819,02-03-2021,Desktop,Female
US-2017-143819,12-04-2022,Mobile,Male
US-2017-143819,12-04-2022,Desktop,Female
CA-2017-167584,12-04-2022,Desktop,Female
CA-2017-166163,06-12-2022,Mobile,Male
CA-2017-166163,05-06-2022,Desktop,Female
CA-2018-158407,05-06-2022,Desktop,Male
CA-2018-158407,11-12-2022,Desktop,Male
CA-2016-143490,12-11-2022,Desktop,Female
CA-2016-143490,12-11-2022,Desktop,Male
CA-2016-165085,12-11-2022,Desktop,Male
CA-2016-165085,12-11-2022,Mobile,Male
CA-2018-160423,12-11-2022,Desktop,Male
CA-2018-160423,29-09-2015,Desktop,Female
CA-2015-159338,29-09-2015,Desktop,Male
CA-2017-107216,29-09-2015,Desktop,Female
CA-2017-107216,29-09-2015,Desktop,Female
CA-2017-107216,29-09-2015,Desktop,Female
CA-2017-107216,04-04-2021,Desktop,Female
US-2018-145863,04-04-2021,Desktop,Female
US-2018-145863,04-04-2021,Desktop,Male
CA-2017-112340,04-04-2021,Mobile,Male
US-2017-110156,04-04-2021,Desktop,Male
US-2017-110156,08-05-2021,Mobile,Female
US-2017-110156,31-12-2022,Desktop,Female
US-2017-110156,31-12-2022,Mobile,Male
US-2017-110156,20-12-2015,Desktop,Male
US-2017-110156,20-12-2015,Mobile,Female
US-2017-110156,20-12-2015,Desktop,Male
US-2017-110156,20-12-2015,Desktop,Female
CA-2018-140585,02-07-2022,Desktop,Female
CA-2018-140585,29-06-2023,Mobile,Male
CA-2018-140585,29-06-2023,Desktop,Male
CA-2017-144855,01-09-2015,Mobile,Female
CA-2016-142755,03-03-2015,Mobile,Male
CA-2016-142755,03-03-2015,Desktop,Male
CA-2016-142755,03-03-2015,Desktop,Male
CA-2016-142755,04-05-2015,Desktop,Male
US-2015-147627,02-11-2021,Desktop,Female
US-2015-147627,08-12-2023,Mobile,Female
US-2015-147627,08-12-2023,Mobile,Male
US-2015-147627,08-12-2023,Desktop,Female
US-2015-147627,08-12-2023,Desktop,Male
US-2015-147627,10-03-2015,Mobile,Male
CA-2016-105970,21-04-2015,Desktop,Female
CA-2016-105970,22-10-2021,Mobile,Female
CA-2017-112102,22-08-2021,Desktop,Male
CA-2017-112102,29-08-2022,Desktop,Male
CA-2017-112102,27-12-2015,Desktop,Male
US-2017-114776,01-12-2022,Mobile,Male
US-2017-134908,01-12-2022,Mobile,Female
US-2017-134908,24-04-2022,Desktop,Female
US-2017-148803,21-06-2015,Desktop,Male
CA-2017-152170,21-06-2015,Desktop,Female
CA-2017-152170,14-01-2023,Desktop,Male
CA-2017-152170,14-01-2023,Mobile,Male
CA-2017-152170,24-11-2015,Desktop,Male
CA-2017-152170,24-11-2015,Desktop,Male
CA-2015-146969,24-11-2015,Desktop,Male
CA-2015-146969,24-11-2015,Desktop,Female
CA-2015-146969,26-02-2023,Desktop,Female
CA-2015-146969,26-02-2023,Desktop,Female
CA-2015-146969,26-02-2023,Mobile,Female
CA-2016-112452,26-02-2023,Mobile,Male
CA-2016-112452,26-02-2023,Desktop,Female
CA-2016-112452,15-09-2021,Desktop,Female
CA-2016-112452,15-09-2021,Mobile,Male
CA-2016-112452,15-09-2021,Desktop,Male
CA-2016-113971,15-09-2021,Desktop,Male
CA-2017-160395,08-04-2022,Mobile,Female
CA-2017-160395,08-04-2022,Desktop,Male
CA-2015-136567,08-04-2022,Mobile,Male
CA-2015-136567,18-07-2022,Desktop,Male
CA-2015-136567,18-07-2022,Desktop,Male
CA-2015-136567,18-07-2022,Desktop,Female
CA-2017-149314,18-07-2022,Desktop,Male
CA-2018-147039,18-07-2022,Desktop,Male
CA-2018-147039,01-08-2023,Mobile,Male
CA-2015-126522,14-07-2022,Desktop,Female
CA-2015-127964,14-07-2022,Desktop,Female
CA-2015-127964,14-07-2022,Desktop,Female
CA-2015-127964,14-07-2022,Mobile,Female
CA-2015-117709,14-07-2022,Mobile,Male
CA-2016-125416,14-07-2022,Desktop,Female
CA-2018-145226,09-09-2023,Desktop,Male
CA-2018-145226,09-09-2023,Mobile,Male
CA-2018-145226,09-09-2023,Desktop,Male
CA-2018-145226,09-09-2023,Desktop,Female
US-2015-100279,09-09-2023,Desktop,Male
CA-2015-158064,09-09-2023,Mobile,Male
US-2016-104430,09-09-2023,Desktop,Male
CA-2016-132080,09-09-2023,Desktop,Male
CA-2017-161207,12-07-2015,Desktop,Female
CA-2015-120243,12-07-2015,Desktop,Male
CA-2017-113621,04-12-2022,Mobile,Female
CA-2017-113621,04-12-2022,Desktop,Female
CA-2017-168081,04-12-2022,Mobile,Male
CA-2015-128146,04-12-2022,Desktop,Male
CA-2015-128146,04-12-2022,Mobile,Female
CA-2018-138779,04-12-2022,Mobile,Male
CA-2018-138779,06-11-2023,Desktop,Female
CA-2015-127131,06-11-2023,Desktop,Male
CA-2015-127131,06-11-2023,Mobile,Female
CA-2015-127131,31-10-2021,Desktop,Male
CA-2015-127131,31-10-2021,Mobile,Male
CA-2018-117212,30-05-2022,Desktop,Male
CA-2018-117212,28-10-2022,Mobile,Female
CA-2018-117212,28-10-2022,Desktop,Female
CA-2018-117212,28-10-2022,Mobile,Male
CA-2018-117212,28-10-2022,Desktop,Female
US-2016-130519,11-08-2015,Desktop,Female
US-2016-130519,11-08-2015,Desktop,Female
US-2016-130519,11-08-2015,Mobile,Male
US-2016-130519,29-08-2022,Desktop,Male
CA-2017-130946,15-02-2022,Desktop,Female
CA-2017-130946,15-02-2022,Mobile,Male
CA-2017-130946,14-05-2023,Desktop,Male
CA-2017-114727,12-12-2015,Desktop,Female
CA-2017-114727,12-12-2015,Desktop,Female
CA-2017-114727,12-12-2015,Mobile,Female
CA-2017-114727,18-12-2023,Desktop,Male
CA-2017-114727,18-12-2023,Desktop,Male
CA-2018-133235,18-12-2023,Mobile,Female
CA-2017-137050,18-12-2023,Desktop,Male
CA-2017-137050,04-07-2021,Desktop,Female
CA-2017-137050,10-03-2023,Mobile,Male
CA-2017-137050,10-03-2023,Mobile,Female
CA-2017-137050,10-03-2023,Desktop,Male
CA-2017-137050,10-03-2023,Mobile,Female
US-2018-118087,24-12-2022,Desktop,Male
US-2018-118087,24-12-2022,Desktop,Male
US-2018-118087,24-12-2022,Mobile,Female
US-2018-118087,23-10-2023,Desktop,Male
US-2018-118087,28-10-2022,Desktop,Female
US-2018-118087,07-07-2023,Desktop,Male
US-2018-118087,01-10-2022,Mobile,Male
US-2018-118087,01-10-2022,Mobile,Female
CA-2015-110184,02-09-2023,Desktop,Female
CA-2015-110184,24-12-2015,Desktop,Female
CA-2017-126004,24-12-2015,Desktop,Male
CA-2017-126004,23-09-2023,Desktop,Male
CA-2017-126004,04-06-2023,Desktop,Male
CA-2017-126004,21-04-2022,Desktop,Male
CA-2017-126004,21-04-2022,Desktop,Male
CA-2017-126004,21-04-2022,Mobile,Male
CA-2018-100013,26-05-2022,Mobile,Male
CA-2018-100013,26-05-2022,Mobile,Male
CA-2018-100013,26-05-2022,Desktop,Female
CA-2016-132570,26-05-2022,Desktop,Female
CA-2016-132570,02-05-2022,Mobile,Female
CA-2017-153682,08-09-2015,Desktop,Female
CA-2017-144344,08-09-2015,Desktop,Female
CA-2017-144344,05-09-2022,Desktop,Female
CA-2017-144344,09-04-2023,Desktop,Female
CA-2017-144344,09-04-2023,Desktop,Female
CA-2015-127012,09-04-2023,Desktop,Female
CA-2015-127012,06-12-2021,Desktop,Female
CA-2015-127012,26-06-2022,Desktop,Female
CA-2017-128727,04-07-2021,Desktop,Female
US-2017-162859,22-11-2022,Desktop,Female
US-2017-162859,22-11-2022,Mobile,Female
CA-2018-133641,22-11-2022,Desktop,Female
CA-2015-168494,10-11-2022,Desktop,Male
CA-2015-168494,10-11-2022,Desktop,Female
CA-2015-168494,27-08-2021,Desktop,Male
CA-2018-115602,27-08-2021,Mobile,Male
CA-2018-115602,27-08-2021,Desktop,Male
CA-2018-115602,25-05-2021,Desktop,Male
CA-2018-115602,30-12-2023,Desktop,Male
CA-2016-154956,30-12-2023,Desktop,Male
CA-2018-144638,08-12-2022,Mobile,Male
CA-2018-144638,04-10-2021,Desktop,Female
CA-2018-144638,23-12-2022,Mobile,Female
CA-2018-144638,23-12-2022,Desktop,Male
US-2017-168620,19-09-2021,Desktop,Male
US-2017-168620,03-07-2023,Desktop,Male
US-2017-168620,03-07-2023,Mobile,Female
CA-2018-117079,14-07-2022,Mobile,Female
US-2017-144393,20-06-2022,Desktop,Male
CA-2018-105053,20-06-2022,Desktop,Female
CA-2017-155992,20-06-2022,Mobile,Female
CA-2017-155992,20-06-2022,Desktop,Female
CA-2018-110380,20-06-2022,Desktop,Female
US-2015-167738,09-12-2022,Mobile,Female
US-2015-167738,09-12-2022,Desktop,Female
CA-2018-121412,24-09-2022,Desktop,Female
CA-2018-100426,18-12-2022,Desktop,Female
US-2017-103646,18-12-2022,Desktop,Male
US-2017-103646,18-12-2022,Mobile,Male
US-2017-103646,10-12-2023,Desktop,Male
CA-2017-119186,01-07-2015,Desktop,Female
CA-2017-119186,01-07-2015,Desktop,Female
CA-2017-119186,03-02-2023,Desktop,Male
CA-2017-119186,03-02-2023,Desktop,Male
CA-2017-148698,03-03-2023,Desktop,Female
CA-2015-163293,09-10-2023,Desktop,Female
CA-2015-163293,28-09-2015,Mobile,Male
CA-2017-160815,27-05-2015,Desktop,Female
CA-2018-122154,14-06-2021,Desktop,Female
CA-2018-122154,30-03-2022,Desktop,Female
CA-2018-122154,15-10-2023,Desktop,Female
US-2016-149692,23-05-2022,Mobile,Female
CA-2017-119445,02-06-2023,Mobile,Male
CA-2016-124268,02-06-2023,Desktop,Female
CA-2017-154711,16-02-2015,Desktop,Male
CA-2017-154711,16-02-2015,Desktop,Male
CA-2017-154711,06-05-2015,Mobile,Female
CA-2017-163384,16-05-2022,Desktop,Male
CA-2017-163384,02-04-2023,Desktop,Male
CA-2016-101707,31-03-2023,Mobile,Male
CA-2016-101707,31-03-2023,Desktop,Female
CA-2016-101707,31-03-2023,Desktop,Male
CA-2016-138898,02-01-2023,Mobile,Male
CA-2018-115427,02-01-2023,Mobile,Male
CA-2018-115427,02-01-2023,Desktop,Male
CA-2017-134425,28-05-2021,Mobile,Male
CA-2016-121391,28-05-2021,Desktop,Male
CA-2017-137043,17-03-2015,Mobile,Female
CA-2017-137043,17-03-2015,Desktop,Female
CA-2016-115847,17-03-2015,Desktop,Female
US-2018-126179,17-03-2015,Mobile,Female
US-2018-126179,17-03-2015,Desktop,Male
CA-2017-101966,03-10-2015,Desktop,Male
CA-2017-141397,28-03-2022,Mobile,Female
CA-2017-141397,04-05-2023,Desktop,Male
CA-2017-141397,04-05-2023,Desktop,Female
CA-2017-141397,04-05-2023,Desktop,Female
CA-2017-141397,05-07-2015,Desktop,Male
CA-2017-141082,05-07-2015,Mobile,Male
CA-2017-141082,05-05-2022,Mobile,Male
US-2017-134488,26-04-2023,Mobile,Male
CA-2017-145919,26-09-2015,Desktop,Male
CA-2017-145919,19-10-2023,Desktop,Female
CA-2017-145919,19-10-2023,Mobile,Female
CA-2018-157651,19-10-2023,Desktop,Male
CA-2015-160773,10-11-2023,Desktop,Female
CA-2015-160773,10-11-2023,Desktop,Male
CA-2018-167703,10-11-2023,Mobile,Female
CA-2018-167703,10-11-2023,Desktop,Male
CA-2018-121804,10-11-2023,Mobile,Female
CA-2018-162635,08-07-2023,Desktop,Female
CA-2015-107153,24-12-2021,Mobile,Male
US-2015-117058,24-12-2021,Mobile,Female
CA-2016-120439,07-03-2023,Desktop,Male
CA-2017-128258,01-04-2015,Desktop,Male
CA-2018-106033,01-04-2015,Mobile,Female
CA-2017-142762,14-09-2021,Desktop,Male
CA-2018-127705,04-08-2015,Desktop,Female
CA-2018-127705,04-08-2015,Desktop,Male
CA-2015-122567,04-08-2015,Desktop,Male
CA-2015-122567,04-08-2015,Desktop,Female
CA-2015-121664,04-08-2015,Desktop,Female
CA-2017-122133,04-08-2015,Mobile,Male
US-2018-123281,03-09-2022,Mobile,Female
CA-2018-100524,05-02-2022,Desktop,Female
CA-2018-100524,05-02-2022,Desktop,Male
CA-2018-100524,05-02-2022,Desktop,Female
CA-2018-113481,05-02-2022,Desktop,Male
CA-2018-113481,05-02-2022,Desktop,Male
CA-2018-113481,05-02-2022,Mobile,Female
CA-2016-131758,05-02-2022,Desktop,Male
CA-2016-131758,05-02-2022,Desktop,Male
CA-2015-118339,05-02-2022,Desktop,Male
CA-2015-118339,05-02-2022,Desktop,Male
CA-2015-118339,05-02-2022,Desktop,Male
CA-2015-118339,03-07-2023,Desktop,Female
CA-2015-118339,09-10-2023,Mobile,Male
CA-2015-153976,09-10-2023,Desktop,Female
CA-2017-162901,24-11-2022,Desktop,Female
CA-2018-162978,24-11-2022,Desktop,Female
CA-2018-162978,24-11-2022,Desktop,Male
CA-2018-162978,24-11-2022,Desktop,Male
US-2015-160444,01-11-2022,Desktop,Female
US-2015-160444,01-11-2022,Desktop,Female
CA-2017-145247,19-04-2022,Desktop,Male
CA-2018-160045,19-04-2022,Desktop,Male
US-2015-151925,06-04-2015,Desktop,Male
CA-2018-125199,06-04-2015,Desktop,Female
CA-2018-125199,06-04-2015,Desktop,Female
CA-2018-125199,02-09-2022,Mobile,Female
US-2018-155425,02-09-2022,Desktop,Male
US-2018-155425,25-09-2022,Desktop,Female
US-2018-155425,04-11-2023,Desktop,Female
US-2018-155425,09-07-2022,Desktop,Male
US-2018-155425,09-07-2022,Desktop,Male
CA-2018-133249,30-06-2015,Desktop,Female
US-2016-103471,28-01-2023,Mobile,Female
US-2016-103471,28-01-2023,Mobile,Female
CA-2018-136672,21-09-2021,Mobile,Male
US-2015-157021,21-09-2021,Desktop,Male
US-2015-157021,21-09-2021,Desktop,Female
CA-2016-120362,26-09-2021,Desktop,Male
CA-2015-126361,26-09-2021,Desktop,Female
CA-2015-126361,26-09-2021,Mobile,Male
CA-2015-126361,26-09-2021,Desktop,Male
CA-2015-126361,26-09-2021,Desktop,Male
CA-2015-126361,26-09-2021,Desktop,Female
CA-2015-126361,26-09-2021,Desktop,Male
US-2017-100566,31-10-2021,Desktop,Male
US-2017-108504,31-10-2021,Mobile,Male
US-2017-108504,31-10-2021,Desktop,Male
US-2017-108504,31-10-2021,Desktop,Male
US-2017-108504,26-11-2023,Mobile,Female
US-2017-108504,19-12-2015,Mobile,Male
US-2017-108504,19-12-2015,Desktop,Female
US-2017-108504,19-12-2015,Desktop,Male
US-2017-108504,26-12-2022,Desktop,Female
US-2017-108504,20-06-2023,Mobile,Female
US-2017-108504,20-06-2023,Desktop,Female
US-2017-108504,15-10-2021,Desktop,Male
CA-2018-124828,15-10-2021,Mobile,Female
US-2018-117247,12-04-2023,Mobile,Male
US-2018-117247,12-04-2023,Desktop,Male
CA-2017-124485,19-12-2023,Desktop,Male
CA-2017-124485,05-08-2023,Desktop,Male
CA-2017-124485,01-10-2021,Mobile,Male
CA-2017-124485,23-05-2022,Mobile,Female
CA-2017-159212,13-06-2023,Desktop,Female
CA-2017-159212,13-06-2023,Desktop,Female
US-2017-161396,13-06-2023,Mobile,Male
US-2017-161396,23-04-2015,Mobile,Female
US-2015-118486,01-05-2021,Desktop,Male
US-2015-118486,19-07-2021,Desktop,Female
US-2015-118486,26-11-2022,Desktop,Female
CA-2017-130407,26-11-2022,Mobile,Male
CA-2017-130407,26-11-2022,Desktop,Female
US-2017-122245,26-11-2022,Desktop,Female
CA-2018-105144,12-06-2023,Mobile,Female
CA-2017-136329,12-06-2023,Desktop,Male
CA-2017-136329,17-08-2021,Mobile,Female
CA-2015-146640,25-09-2022,Mobile,Female
CA-2018-115994,04-05-2015,Mobile,Female
CA-2018-115994,01-12-2021,Desktop,Male
CA-2016-126697,11-03-2022,Mobile,Female
CA-2016-126697,26-08-2022,Desktop,Male
CA-2016-126697,26-08-2022,Desktop,Male
CA-2016-124800,16-12-2022,Desktop,Male
CA-2016-124800,08-08-2015,Mobile,Female
CA-2016-124800,08-08-2015,Mobile,Male
CA-2016-124800,16-05-2021,Desktop,Female
CA-2016-124800,09-12-2023,Mobile,Male
CA-2016-124800,09-12-2023,Mobile,Male
CA-2016-124800,09-12-2023,Desktop,Male
US-2016-164448,24-09-2021,Mobile,Male
US-2016-164448,11-07-2023,Mobile,Female
US-2016-164448,23-09-2023,Mobile,Female
US-2016-164448,29-11-2021,Mobile,Female
CA-2018-122700,29-11-2021,Mobile,Female
CA-2015-120768,01-03-2022,Desktop,Female
CA-2015-120768,01-03-2022,Desktop,Female
CA-2015-120768,01-03-2022,Mobile,Male
US-2017-153129,01-03-2022,Mobile,Male
CA-2018-106852,12-08-2022,Desktop,Female
CA-2018-106852,15-08-2022,Desktop,Male
CA-2016-139731,15-08-2022,Desktop,Female
CA-2016-139731,04-06-2023,Mobile,Female
CA-2018-122735,04-06-2023,Mobile,Male
CA-2018-122735,06-12-2021,Mobile,Male
CA-2018-128160,06-12-2021,Desktop,Male
CA-2018-117695,27-12-2021,Desktop,Male
CA-2016-166135,27-12-2021,Mobile,Male
CA-2017-133725,21-01-2023,Desktop,Male
CA-2018-102337,21-01-2023,Desktop,Female
CA-2018-102337,25-06-2015,Desktop,Male
CA-2018-102337,14-06-2022,Mobile,Male
US-2015-112564,14-06-2022,Desktop,Female
CA-2016-145821,14-06-2022,Desktop,Female
US-2016-160150,14-06-2022,Desktop,Female
CA-2017-133711,21-04-2023,Desktop,Female
CA-2017-133711,21-04-2023,Mobile,Female
CA-2017-133711,21-10-2022,Desktop,Female
CA-2017-133711,19-11-2022,Desktop,Male
CA-2018-148474,19-11-2022,Desktop,Male
CA-2018-148474,19-11-2022,Mobile,Female
CA-2016-111297,19-11-2022,Desktop,Female
CA-2017-123722,19-11-2022,Mobile,Female
CA-2015-155271,19-11-2022,Desktop,Male
CA-2016-119907,19-11-2022,Desktop,Female
US-2017-128902,19-11-2022,Mobile,Male
CA-2017-152289,18-12-2023,Desktop,Male
CA-2017-152289,18-12-2023,Mobile,Female
US-2017-104794,18-12-2023,Desktop,Male
CA-2015-151708,22-07-2022,Desktop,Female
CA-2015-151708,04-09-2021,Desktop,Female
CA-2016-100769,04-09-2021,Desktop,Female
CA-2018-139199,04-09-2021,Desktop,Female
CA-2018-139199,04-09-2021,Mobile,Female
CA-2018-139199,20-01-2015,Mobile,Female
US-2016-161466,20-01-2015,Desktop,Female
CA-2018-164959,20-01-2015,Desktop,Female
US-2016-105676,20-01-2015,Mobile,Female
CA-2017-113138,20-01-2015,Desktop,Male
CA-2017-113138,20-01-2015,Mobile,Female
US-2018-104955,02-03-2021,Mobile,Female
CA-2017-121958,02-03-2021,Desktop,Female
CA-2018-121468,12-04-2022,Mobile,Female
US-2017-108455,12-04-2022,Mobile,Male
US-2017-108455,12-04-2022,Desktop,Male
US-2017-108455,06-12-2022,Desktop,Male
CA-2018-101210,05-06-2022,Mobile,Male
CA-2018-101210,05-06-2022,Desktop,Male
US-2017-108098,11-12-2022,Desktop,Male
CA-2015-119032,12-11-2022,Desktop,Male
CA-2016-140410,12-11-2022,Desktop,Male
CA-2016-140410,12-11-2022,Desktop,Male
CA-2016-140410,12-11-2022,Desktop,Female
CA-2015-136280,12-11-2022,Desktop,Female
CA-2018-151911,29-09-2015,Desktop,Male
CA-2018-166436,29-09-2015,Desktop,Male
CA-2018-166436,29-09-2015,Desktop,Female
CA-2018-139661,29-09-2015,Desktop,Female
CA-2015-123925,29-09-2015,Mobile,Female
CA-2018-152485,04-04-2021,Desktop,Female
CA-2018-152485,04-04-2021,Desktop,Female
CA-2018-152485,04-04-2021,Mobile,Male
CA-2017-141586,04-04-2021,Desktop,Male
CA-2018-130386,04-04-2021,Desktop,Male
CA-2018-130386,08-05-2021,Desktop,Female
CA-2018-130386,31-12-2022,Desktop,Male
CA-2017-100468,31-12-2022,Desktop,Male
CA-2017-100468,20-12-2015,Desktop,Male
CA-2016-153388,20-12-2015,Mobile,Male
CA-2016-153388,20-12-2015,Mobile,Female
CA-2018-154935,20-12-2015,Desktop,Male
CA-2017-134208,02-07-2022,Desktop,Male
CA-2018-108294,29-06-2023,Mobile,Female
CA-2018-103611,29-06-2023,Mobile,Male
CA-2018-100384,01-09-2015,Mobile,Male
CA-2018-100384,03-03-2015,Desktop,Male
CA-2018-112809,03-03-2015,Mobile,Male
CA-2018-112809,03-03-2015,Desktop,Male
CA-2018-112809,04-05-2015,Desktop,Female
US-2018-160759,02-11-2021,Desktop,Male
CA-2018-148446,08-12-2023,Desktop,Female
CA-2015-111059,08-12-2023,Desktop,Male
CA-2015-111059,08-12-2023,Mobile,Male
CA-2018-116204,08-12-2023,Mobile,Female
CA-2018-109946,10-03-2015,Desktop,Male
CA-2016-144806,21-04-2015,Desktop,Male
CA-2016-144806,22-10-2021,Desktop,Male
CA-2016-144806,22-08-2021,Mobile,Male
CA-2016-144806,29-08-2022,Desktop,Male
CA-2016-144806,27-12-2015,Desktop,Male
CA-2017-122392,01-12-2022,Mobile,Male
CA-2017-122392,01-12-2022,Mobile,Male
CA-2016-148432,24-04-2022,Desktop,Female
CA-2016-148432,21-06-2015,Desktop,Female
CA-2016-103793,21-06-2015,Desktop,Male
CA-2018-159884,14-01-2023,Desktop,Male
CA-2018-159884,14-01-2023,Mobile,Male
CA-2017-139885,24-11-2015,Mobile,Male
CA-2018-124086,24-11-2015,Desktop,Female
CA-2017-112389,24-11-2015,Mobile,Female
CA-2017-112389,24-11-2015,Mobile,Female
CA-2018-121888,26-02-2023,Mobile,Male
CA-2018-121888,26-02-2023,Mobile,Male
CA-2018-121888,26-02-2023,Mobile,Male
CA-2018-121888,26-02-2023,Desktop,Female
CA-2015-166884,26-02-2023,Desktop,Male
CA-2015-166884,15-09-2021,Mobile,Female
CA-2015-107181,15-09-2021,Desktop,Female
CA-2015-107181,15-09-2021,Mobile,Female
CA-2015-150245,15-09-2021,Mobile,Male
CA-2016-111395,08-04-2022,Mobile,Male
CA-2016-111395,08-04-2022,Desktop,Male
CA-2016-111395,08-04-2022,Desktop,Male
CA-2015-134278,18-07-2022,Mobile,Male
US-2018-124926,18-07-2022,Desktop,Male
CA-2017-159345,18-07-2022,Desktop,Male
CA-2015-130274,18-07-2022,Desktop,Female
CA-2018-158386,18-07-2022,Mobile,Female
CA-2016-111507,01-08-2023,Mobile,Male
CA-2018-120761,14-07-2022,Mobile,Male
CA-2017-109176,14-07-2022,Desktop,Male
CA-2017-109176,14-07-2022,Mobile,Female
CA-2016-112116,14-07-2022,Desktop,Male
CA-2017-126809,14-07-2022,Desktop,Female
CA-2015-105172,14-07-2022,Desktop,Male
CA-2018-107293,09-09-2023,Desktop,Male
US-2018-102890,09-09-2023,Mobile,Male
CA-2016-158554,09-09-2023,Desktop,Female
CA-2015-116239,09-09-2023,Mobile,Male
CA-2016-132101,09-09-2023,Mobile,Female
CA-2016-129112,09-09-2023,Mobile,Female
CA-2016-129112,09-09-2023,Desktop,Male
US-2018-152002,09-09-2023,Mobile,Female
CA-2018-165029,12-07-2015,Desktop,Male
US-2015-157385,12-07-2015,Desktop,Male
US-2015-157385,04-12-2022,Desktop,Male
US-2015-157385,04-12-2022,Mobile,Male
US-2015-157385,04-12-2022,Desktop,Male
CA-2015-101602,04-12-2022,Desktop,Male
CA-2015-101602,04-12-2022,Mobile,Male
CA-2017-109057,04-12-2022,Mobile,Male
CA-2017-154403,06-11-2023,Mobile,Male
CA-2017-102456,06-11-2023,Desktop,Male
CA-2016-131338,06-11-2023,Mobile,Male
CA-2016-131338,31-10-2021,Desktop,Male
CA-2016-131338,31-10-2021,Mobile,Male
CA-2016-131338,30-05-2022,Desktop,Male
CA-2016-131338,28-10-2022,Desktop,Male
CA-2016-131338,28-10-2022,Mobile,Female
CA-2016-131338,28-10-2022,Mobile,Male
CA-2016-131338,28-10-2022,Mobile,Female
CA-2016-131338,11-08-2015,Desktop,Female
CA-2016-131338,11-08-2015,Mobile,Female
CA-2017-109911,11-08-2015,Desktop,Male
US-2017-132423,29-08-2022,Desktop,Male
US-2017-132423,15-02-2022,Desktop,Male
CA-2016-122826,15-02-2022,Mobile,Male
CA-2015-117317,14-05-2023,Desktop,Female
CA-2016-118423,12-12-2015,Mobile,Female
CA-2018-149181,12-12-2015,Mobile,Male
CA-2018-132234,12-12-2015,Desktop,Female
CA-2018-158876,18-12-2023,Desktop,Female
CA-2018-158876,18-12-2023,Mobile,Male
CA-2018-158876,18-12-2023,Mobile,Male
CA-2018-158876,18-12-2023,Desktop,Female
CA-2017-164672,04-07-2021,Mobile,Male
US-2017-132857,10-03-2023,Desktop,Male
CA-2018-116645,10-03-2023,Desktop,Female
US-2017-115819,10-03-2023,Desktop,Female
US-2017-115819,10-03-2023,Desktop,Female
US-2017-115819,24-12-2022,Desktop,Male
US-2017-115819,24-12-2022,Desktop,Female
US-2017-115819,24-12-2022,Desktop,Female
US-2017-115819,23-10-2023,Desktop,Female
CA-2015-156349,28-10-2022,Mobile,Female
CA-2015-156349,07-07-2023,Desktop,Female
CA-2015-156349,01-10-2022,Desktop,Female
CA-2018-138380,01-10-2022,Desktop,Male
US-2017-113509,02-09-2023,Desktop,Female
